"","tag","freq","prop","pct"
"1","tree",30754,0.42780436234142,1
"2","sky",26715,0.37161974182061,0.999776885319054
"3","water",16054,0.223319608279546,0.999553770638108
"4","plant",15380,0.213943912753172,0.999330655957162
"5","nature",11654,0.162113287335856,0.999107541276216
"6","grass",11232,0.156243044736256,0.99888442659527
"7","cloud",9407,0.130856332072112,0.998661311914324
"8","wilderness",7936,0.110393946138438,0.998438197233378
"9","fun",7858,0.109308924994436,0.998215082552432
"10","house",7069,0.0983335188070332,0.997991967871486
"11","winter",6814,0.0947863342977966,0.99776885319054
"12","leaf",6641,0.0923798130425106,0.997545738509594
"13","vehicle",6435,0.0895142443801469,0.997322623828648
"14","mountain",6158,0.0856610282661919,0.997099509147702
"15","snow",6111,0.0850072334742933,0.996876394466756
"16","vegetation",6061,0.0843117070999332,0.99665327978581
"17","nature reserve",5982,0.0832127754284442,0.996430165104864
"18","reflection",5901,0.0820860227019809,0.996207050423918
"19","ecosystem",5694,0.07920654351213,0.995983935742972
"20","woody plant",5221,0.0726268640106833,0.995760821062026
"21","lake",5175,0.071986979746272,0.99553770638108
"22","body of water",5109,0.0710688849321166,0.995314591700134
"23","recreation",5033,0.0700116848430893,0.995091477019188
"24","home",4859,0.067591253060316,0.994868362338242
"25","car",4790,0.0666314266636991,0.994645247657296
"26","river",4778,0.0664645003338527,0.99442213297635
"27","sea",4673,0.0650038949476964,0.994199018295404
"28","highland",4582,0.063738036946361,0.993975903614458
"29","road",4453,0.0619435789005119,0.993752788933512
"30","mountainous landforms",4381,0.0609420209214333,0.993529674252566
"31","path",4320,0.060093478744714,0.99330655957162
"32","forest",3922,0.0545570888048075,0.993083444890674
"33","loch",3859,0.0536807255731137,0.992860330209728
"34","woodland",3763,0.0523453149343423,0.992637215528782
"35","freezing",3757,0.0522618517694191,0.992414100847836
"36","horizon",3666,0.0509959937680837,0.99219098616689
"37","vacation",3529,0.049090251502337,0.991967871485944
"38","atmosphere",3486,0.0484920988203873,0.991744756804998
"39","girl",3372,0.0469062986868462,0.991521642124052
"40","waterway",3300,0.0459047407077676,0.991298527443106
"41","rock",3288,0.0457378143779212,0.99107541276216
"42","transport",3251,0.0452231248608947,0.990852298081214
"43","shore",3153,0.0438598931671489,0.990629183400268
"44","motor vehicle",3095,0.0430530825728912,0.990406068719322
"45","morning",3033,0.0421906298686846,0.990182954038376
"46","rural area",3021,0.0420237035388382,0.98995983935743
"47","fauna",3002,0.0417594035165813,0.989736724676484
"48","flora",2988,0.0415646561317605,0.989513609995538
"49","child",2944,0.0409525929223236,0.989290495314592
"50","hill",2897,0.0402987981304251,0.989067380633646
"51","property",2883,0.0401040507456043,0.9888442659527
"52","field",2854,0.0397006454484754,0.988621151271754
