"","tag","freq","prop","pct"
"1","tree",35856,0.382749786507259,1
"2","sky",28611,0.305412040990606,0.9998001998002
"3","plant",19215,0.205113151152861,0.9996003996004
"4","water",17703,0.188973099914603,0.999400599400599
"5","grass",14509,0.154878309137489,0.999200799200799
"6","nature",11735,0.125266865926559,0.999000999000999
"7","fun",11016,0.117591801878736,0.998801198801199
"8","cloud",9751,0.104088385994876,0.998601398601399
"9","house",8813,0.0940755764304014,0.998401598401598
"10","recreation",8077,0.0862190435525192,0.998201798201798
"11","vehicle",8072,0.0861656703672075,0.998001998001998
"12","wilderness",7948,0.0848420153714774,0.997802197802198
"13","leaf",7514,0.0802092228864219,0.997602397602398
"14","winter",7425,0.0792591801878736,0.997402597402597
"15","snow",6580,0.0702391118701964,0.997202797202797
"16","mountain",6262,0.0668445772843723,0.997002997002997
"17","vegetation",6219,0.0663855678906917,0.996803196803197
"18","reflection",6139,0.0655315969257045,0.996603396603397
"19","nature reserve",6092,0.0650298889837746,0.996403596403596
"20","ecosystem",5746,0.061336464560205,0.996203796203796
"21","car",5719,0.0610482493595218,0.996003996003996
"22","woody plant",5363,0.0572480785653288,0.995804195804196
"23","home",5292,0.0564901793339027,0.995604395604396
"24","lake",5222,0.0557429547395389,0.995404595404595
"25","body of water",5117,0.0546221178479932,0.995204795204795
"26","river",4921,0.0525298889837746,0.995004995004995
"27","sea",4904,0.0523484201537148,0.994805194805195
"28","girl",4715,0.0503309137489325,0.994605394605395
"29","road",4669,0.0498398804440649,0.994405594405594
"30","wood",4666,0.0498078565328779,0.994205794205794
"31","highland",4583,0.0489218616567037,0.994005994005994
"32","path",4425,0.047235269000854,0.993806193806194
"33","mountainous landforms",4384,0.046797608881298,0.993606393606394
"34","vacation",4179,0.0446093082835184,0.993406593406593
"35","forest",4177,0.0445879590093937,0.993206793206793
"36","flora",4171,0.0445239111870196,0.993006993006993
"37","fauna",4132,0.0441076003415884,0.992807192807193
"38","freezing",4087,0.0436272416737831,0.992607392607393
"39","rock",4075,0.043499146029035,0.992407592407592
"40","woodland",4006,0.0427625960717336,0.992207792207792
"41","loch",3870,0.0413108454312553,0.992007992007992
"42","flower",3710,0.039602903501281,0.991808191808192
"43","horizon",3689,0.0393787361229718,0.991608391608392
"44","motor vehicle",3623,0.0386742100768574,0.991408591408591
"45","atmosphere",3561,0.0380123825789923,0.991208791208791
"46","transport",3513,0.0375,0.991008991008991
"47","child",3414,0.0364432109308283,0.990809190809191
"48","waterway",3378,0.0360589239965841,0.990609390609391
"49","shore",3200,0.0341588385994876,0.99040959040959
"50","event",3159,0.0337211784799317,0.99020979020979
"51","landscape",3106,0.0331554227156277,0.98991008991009
"52","rural area",3106,0.0331554227156277,0.98991008991009
"53","morning",3054,0.032600341588386,0.98961038961039
"54","property",2977,0.0317783945345858,0.989410589410589
"55","atmosphere of earth",2948,0.031468830059778,0.989210789210789
"56","geological phenomenon",2941,0.0313941076003416,0.989010989010989
"57","hill",2933,0.0313087105038429,0.988811188811189
"58","building",2930,0.0312766865926559,0.988611388611389
"59","field",2901,0.030967122117848,0.988411588411588
"60","coast",2775,0.0296221178479932,0.988211788211788
"61","leisure",2709,0.0289175918018787,0.988011988011988
"62","window",2689,0.0287040990606319,0.987812187812188
"63","organism",2688,0.0286934244235696,0.987612387612388
"64","mountain range",2672,0.0285226302305722,0.987412587412587
"65","insect",2669,0.0284906063193851,0.987212787212787
"66","product",2649,0.0282771135781383,0.987012987012987
"67","branch",2644,0.0282237403928266,0.986813186813187
"68","real estate",2564,0.0273697694278395,0.986613386613387
"69","green",2542,0.027134927412468,0.986413586413586
"70","invertebrate",2518,0.0268787361229718,0.986213786213786
"71","water resources",2493,0.0266118701964133,0.986013986013986
"72","grassland",2491,0.0265905209222886,0.985814185814186
"73","wildlife",2470,0.0263663535439795,0.985614385614386
"74","ridge",2446,0.0261101622544833,0.985414585414585
"75","cottage",2428,0.0259180187873612,0.985214785214785
"76","smile",2357,0.0251601195559351,0.985014985014985
"77","infrastructure",2301,0.0245623398804441,0.984815184815185
"78","night",2271,0.0242421007685739,0.984615384615385
"79","autumn",2141,0.0228543979504697,0.984415584415584
"80","furniture",2126,0.0226942783945346,0.984215784215784
"81","reservoir",2103,0.0224487617421008,0.984015984015984
"82","darkness",2089,0.022299316823228,0.983816183816184
"83","bird",2040,0.0217762596071734,0.983616383616384
