"tag","cluster","eigen_centrality","betweenness","closeness","degree.res","degree.centralization","degree.theoretical_max","theme"
"fur",14,0.00623531393552912,17394.8886144869,0.000144864551644213,289,0.377733628095018,7433802,"biota"
"waterfowl",26,0.0059689151301786,649.150186003552,0.000134989200863931,69,0.377733628095018,7433802,"biota"
"moths and butterflies",1,0.00574501199614711,6746.87663259095,0.000146220207632695,158,0.377733628095018,7433802,"biota"
"arthropod",1,0.00554269038694345,1717.09397991306,0.000139450564774787,149,0.377733628095018,7433802,"biota"
"feather",26,0.00553274113793333,5233.85097326385,0.000144196106705119,179,0.377733628095018,7433802,"biota"
"dog hiking",14,0.00541753252397738,649.473168244611,0.000134228187919463,73,0.377733628095018,7433802,"biota"
"perching bird",26,0.00522795307477514,403.086989541382,0.000127844541038098,72,0.377733628095018,7433802,"biota"
"petal",20,0.00470121316160735,19271.4041553159,0.000150466445982546,264,0.377733628095018,7433802,"biota"
"old world flycatcher",26,0.00456639665770959,699.493226434034,0.000127518490181076,65,0.377733628095018,7433802,"biota"
"plant stem",20,0.0044057796012365,15784.8098019242,0.000137324910738808,269,0.377733628095018,7433802,"biota"
"moth",1,0.00435024978205339,5034.67690956307,0.000138140627158447,106,0.377733628095018,7433802,"biota"
"finch",26,0.00413486450824962,1557.68980715707,0.00013430029546065,71,0.377733628095018,7433802,"biota"
"annual plant",20,0.0039556615987147,5634.28123185025,0.000132731616671091,197,0.377733628095018,7433802,"biota"
"shorebird",26,0.00383308357021932,459.987363591682,0.000123441550425873,83,0.377733628095018,7433802,"biota"
"botanical garden",20,0.00371083887494835,4183.53794273316,0.000133529176124983,107,0.377733628095018,7433802,"biota"
"deer",14,0.00364421172191125,446.544542921092,0.000137931034482759,78,0.377733628095018,7433802,"biota"
"whiskers",14,0.00361819369631452,10526.2124552207,0.000144112984579911,199,0.377733628095018,7433802,"biota"
"fungus",13,0.00357283697391061,2957.42121128506,0.000136612021857923,125,0.377733628095018,7433802,"biota"
"wing",26,0.00354766311450476,14706.9721749253,0.000147972773009766,254,0.377733628095018,7433802,"biota"
"terrestrial animal",1,0.0033870666478931,11316.2999332121,0.000137211855104281,229,0.377733628095018,7433802,"biota"
"bird of prey",26,0.00333002785983597,1045.3214869099,0.000133138064172547,91,0.377733628095018,7433802,"biota"
"butterfly",1,0.00329517930848168,2586.04127877977,0.00013798813302056,110,0.377733628095018,7433802,"biota"
"livestock",14,0.00328778545327955,2894.83298606023,0.000142065634323057,167,0.377733628095018,7433802,"biota"
"membrane winged insect",1,0.00319026546711194,8327.26855382197,0.000140904607580668,184,0.377733628095018,7433802,"biota"
"marine biology",14,0.00301294951185188,7254.49678504332,0.000143020594965675,176,0.377733628095018,7433802,"biota"
"subshrub",20,0.00293820149538178,9596.47302616962,0.000133173525103209,206,0.377733628095018,7433802,"biota"
"marine mammal",14,0.00292516947440859,1052.6177207162,0.000133084908171413,58,0.377733628095018,7433802,"biota"
"pest",1,0.0028941367559278,1874.42584388905,0.000133351113481798,118,0.377733628095018,7433802,"biota"
"herb",20,0.00282027053883824,12475.3470602177,0.000140904607580668,217,0.377733628095018,7433802,"biota"
"cat",14,0.00261118791718317,1819.52192503031,0.00014168319637291,162,0.377733628095018,7433802,"biota"
"groundcover",20,0.00259489813458614,10532.5531807675,0.000136221223266585,167,0.377733628095018,7433802,"biota"
"carriage",14,0.00245672834876849,400.512385520271,0.000136780194227876,72,0.377733628095018,7433802,"biota"
"daisy family",20,0.00241481136217942,880.323858188018,0.000132643586682584,79,0.377733628095018,7433802,"biota"
"charadriiformes",26,0.00227767339509088,385.782959532436,0.000122955858846674,53,0.377733628095018,7433802,"biota"
"small to medium sized cats",14,0.00226120927018465,2287.3736187896,0.000143843498273878,159,0.377733628095018,7433802,"biota"
"ear",14,0.00216641022697457,1216.83859003676,0.000130872922392357,146,0.377733628095018,7433802,"biota"
"blossom",20,0.00215135837728274,4841.4965236756,0.000133297787256732,104,0.377733628095018,7433802,"biota"
"brush footed butterfly",1,0.00212459253136723,1672.13090462037,0.000125928724342022,67,0.377733628095018,7433802,"biota"
"seaduck",26,0.00204207047641828,79.0688172778589,0.000119460040616414,34,0.377733628095018,7433802,"biota"
"grazing",14,0.0019847278967436,257.305746452182,0.000126646403242148,58,0.377733628095018,7433802,"biota"
"sparrow",26,0.00191827209697231,223.243954890996,0.00011877895236964,48,0.377733628095018,7433802,"biota"
"emberizidae",26,0.00178728709630697,938.870689054111,0.000119388729703916,53,0.377733628095018,7433802,"biota"
